Sample ID	Tregs/CD4pos	RATIO_CD4neg_naive/memoryCD4neg	secretingTreg/Tregs	restingTreg/Tregs	activatedTreg/Tregs	RATIO_CD4pos_naive/memoryCD4pos	memoryCD4neg/CD4neg	memoryCD4pos/CD4pos	CD4pos/PBMC	CD4neg/PBMC	RatioCD4pos/CD4neg	CD194posTregs/Tregs	naiveCD4neg/CD4neg	naiveCD4pos/CD4pos
9601528	0.040504427463273	1.8462634231865	0.4939372325249643	0.1754636233951498	0.2902995720399429	1.6490866356026557	0.3063546946859579	0.3503112947260462	0.3473786154432869	0.1494801388972521	2.323911510960422	0.5634807417974322	0.5656114673201518	0.5776936744333858
9601533	0.0421931055997504	2.927190619553161	0.5526802218114603	0.3068391866913124	0.1291259572220755	1.810889401383736	0.2445318402851773	0.3333444748980547	0.4385046071466958	0.2521814326613967	1.738845729120251	0.4494322682862424	0.715791309064843	0.6036499766027141
9601646	0.0334725834844066	1.5766046790641872	0.6240188383045526	0.1864207221350078	0.1809262166405023	0.7136052963730323	0.3049539001902532	0.5516276503507528	0.4016292677264645	0.2884141547909862	1.392543538709205	0.6899529042386185	0.4807917459388263	0.3936444129161083
9601557	0.0350945857795172	1.701368034701368	0.530359355638166	0.3060718711276332	0.1437422552664188	0.7789473684210526	0.3572109654350417	0.5246792781039357	0.3159478435305918	0.1152773388659128	2.7407628128724677	0.5390334572490706	0.6077473182359953	0.4086975429441183
9601559	0.0401704515927869	4.428387925497752	0.4760672703751617	0.3842173350582147	0.1151358344113842	1.8803874092009685	0.169774288518155	0.3219352491815205	0.2791915733271429	0.1330596018803319	2.098244466252317	0.4980595084087968	0.7518264093337695	0.6053629891389076
9601562	0.0504979119820109	6.0187074829931975	0.6984732824427481	0.1679389312977099	0.1208651399491094	0.6039249701832375	0.1343539357934422	0.5925473819466752	0.24357610090451	0.1369753685330662	1.778247458014395	0.6501272264631043	0.8086370387295785	0.3578541599743013
9601565	0.045842650945314	1.282422646477946	0.565410199556541	0.3614190687361419	0.0665188470066518	0.528960106826907	0.3940848359060838	0.6089652368367554	0.2193876413264054	0.171910889101978	1.2761707095602544	0.5188470066518847	0.5053833181995071	0.3221183167310429
9601581	0.0507144326471193	0.8852945140854562	0.4960998439937597	0.3260530421216848	0.168798751950078	0.8720525104212032	0.5202299978963607	0.5086633859202178	0.4151224735116955	0.093676307336587	4.431456419605918	0.5544461778471139	0.4605567632003365	0.4435811826510752
9601583	0.1070882802398025	1.0221269296740996	0.6926454445664105	0.1223929747530186	0.1745334796926454	0.8152743000227635	0.475297570520137	0.5163982602562596	0.1397098069485387	0.1007217874709519	1.3870862546877547	0.7250274423710209	0.4858144464373063	0.4210062301633948
9601710	0.0541290770298403	1.6774323778764637	0.6061253561253561	0.2528490028490028	0.1292735042735042	0.4756296055162617	0.3430629133340258	0.6513802143573136	0.3832871550482101	0.2133880084229192	1.7961981925833592	0.5359686609686609	0.5754648384751221	0.3098157143958671
9259786	0.0493339608356694	0.8951496138996139	0.5089174616341767	0.3081708834508502	0.1613438407299875	0.4207841670350596	0.5014065761214798	0.6017269955597389	0.335426704553254	0.2269008497028099	1.4782963792008228	0.5035255080879303	0.44883390302187	0.2531971926091138
9602900	0.0445805978061411	1.3243119266055046	0.5767207866453236	0.2899611250857535	0.1230276697919048	0.3530692821107385	0.374577597892285	0.6506748766464135	0.41128548727259	0.2196175278091077	1.872735256495924	0.3148868053967528	0.496057580327994	0.2297333115850426
